epoch,train_loss,val_loss,val_mae,val_psnr,val_ssim
1,0.1224,0.1401,0.1401,15.43,0.5914
10,0.0560,0.0710,0.0710,21.25,0.7667
20,0.0439,0.0775,0.0775,20.89,0.7974
30,0.0365,0.0544,0.0544,23.62,0.8258
40,0.0311,0.0501,0.0501,24.25,0.8403
50,0.0274,0.0481,0.0481,24.53,0.8492
